callsign,route
OEVDR   ,LOAN_LOAN
EJU85ZF ,LFPO_LPPR
EJU87MW ,LFPO_LFMN
EWG597  ,LEPA_EDDK
AFR1445 ,EHAM_LFPG
ANE20EP ,LEMD_LPPT
EIN49D  ,LPFR_EIDW
DLH8FT  ,EDDB_EDDF
WIF1TN  ,ENBR_ENVA
AFR15UE ,LFPG_LFML
PGT77FH ,LTFJ_LTFE
FIN6PH  ,EETN_EFHK
ABR6MC  ,EDDM_LFPG
RYR2052 ,LEPA_LEMD
FHLAG   ,LFPN_LFPN
BLADE06 ,LPBJ_LPBJ
TRA5140 ,LEBL_EHAM
THY5LL  ,LTFM_LTAI
GBICW   ,EGLK_EGLK
VLG6109 ,LIRF_LEBL
VLG2117 ,LEBL_LEMG
RYR5HC  ,LEAL_EGCC
FIN9EP  ,EETN_EFHK
349     ,LGTT_LGTT
THY5ZP  ,EDDF_LTFM
ITY071  ,LEBL_LIRF
ITY072  ,LIRF_LEBL
SAS87Y  ,EKCH_EHAM
VLG11JT ,LEBL_LEMH
WIF524  ,ENZV_ENBR
AFR47DW ,LFMN_LFPO
TAY7CA  ,LIRF_LFPG
AFR76JJ ,LFPG_LEMD
CWL46   ,EGYD_EGYD
NSZ2NZ  ,EKCH_EKYT
AEA17RA ,LEMD_LIMC
DMBZF   ,EDVM_EDVM
IBS3921 ,LEPA_LEMD
VLG8LG  ,LEMG_LEBL
NOZ624  ,ENGM_ENBR
RVP105  ,LPSO_LPSO
AFR52TX ,EHAM_LFPG
WIF755  ,ENBO_ENVA
EWG2KV  ,LOWW_EDDB
FDX3    ,LFPG_EDDF
KLM65M  ,EHAM_ENGM
FJDHA   ,LFLU_LFLU
SIA308  ,WSSS_EGLL
RYR2LL  ,LICJ_LIRF
VLG23KT ,LEMG_LEBL
SXS4VC  ,LTAI_EDDK
RYR9SN  ,LEBL_LEMG
NOZ3HB  ,ENBO_ENGM
RYR15ZT ,LEMG_LEBL
FJBDC   ,LFRE_LFRE
OEDDC   ,LIRU_LIRU
EWG3G   ,LEPA_EDDB
SAS236  ,ENBR_ENGM
EJU867Q ,LIMC_LICZ
RYR7541 ,LEBL_LIMC
AFR85KB ,LFPG_LFML
TOM273  ,LTAI_EGKK
SAS1225 ,EKCH_EKYT
IBS3923 ,LEPA_LEMD
LYTZT   ,EYVP_EYVP
AFR63RC ,LFMN_LFPO
BA923   ,EIDW_EGKK
BAW43HA ,EHAM_EGLL
HBKFI   ,LSGL_LSGL
EXS7DL  ,LEPA_EGCC
GEC8353 ,EGBB_EIDW
AFR1354 ,LFPG_DAAG
AFR22ZX ,LFPG_LFML
SAS409  ,ESSA_EKCH
EZY48WQ ,LEPA_EGKK
TRA112R ,LEMG_EHAM
RYR42SC ,EGSS_EIDW
EIN499  ,LPFR_EIDW
TVF599D ,LPPT_LFPO
SAS884  ,ENGM_ESSA
AFR78SQ ,EDDF_LFPG
VLG1RQ  ,LEBL_LIRF
AFR44DR ,LFPG_EKCH
TAP1930 ,LPPT_LPPR
GCKGK   ,EGWN_EGWN
SAS91A  ,ESSA_EKCH
DMZED   ,EDKB_EDKB
NSZ3195 ,ESSA_EKCH
PHVCC   ,EHLE_EHLE
ECNEQ   ,LECU_LECU
VLG6VP  ,LEBL_LEPA
WIF4C   ,ENVA_ENBR
FGSBJ   ,LFCL_LFCL
RVP204  ,LPSO_LPSO
IBE34TW ,LFPG_LEMD
THY7ZP  ,LTFM_LTFM
VLG3GQ  ,LEBL_LEPA
ANE32ZW ,LPPT_LEMD
P02W    ,LSZC_LSZC
GTALR   ,EGBG_EGBG
ITY2130 ,LIRF_LIML
AEZ419P ,LICJ_LIRF
SAS277  ,ENGM_ENBR
FBY478S ,LEBG_LEBG
IBE6500 ,LEMD_LEMD
IBS38GK ,LEMD_LEMD
NSZ81E  ,EKYT_EKCH
AUA39B  ,LOWW_EDDB
DLH04U  ,LEPA_EDDM
FIN5AZ  ,EETN_EFHK
KLM751  ,EHAM_EHAM
BCS8032 ,LEBL_LPPT
VLG76GA ,LEBL_LEMH
AFR32EP ,LFBO_LFPG
RYR8DR  ,EGSS_EIDW
DTH3532 ,DAAG_LFPG
TKJ7AK  ,LCEN_LTFJ
AFR76MH ,LFBO_LFPG
SWT6RS  ,LFML_LFPG
AFR27FZ ,LFMN_LFPG
GDAZO   ,EGKR_EGKR
EDW370L ,LSZH_LSZH
KLM73Z  ,EHAM_ENGM
HKS309A ,EGPD_EGPD
AFR18JT ,EDDF_LFPG
DMLBT   ,EDLT_EDLT
DEKWA   ,EDFE_EDFE
DEARI   ,EDWN_EDWN
VLG7JN  ,LIRF_LEBL
SPSKUT  ,EPGL_EPGL
EJU94XB ,LEBL_LPPT
AEA6048 ,LEPA_LEMD
HBZPA   ,LSZX_LSZX
EJU8542 ,LPFR_EGKK
BCS460  ,LIMC_LEBL
SAS4552 ,ENVA_ENBO
EJU79BU ,EHAM_EGCC
TAP1920 ,LPPT_LPPR
THY4SD  ,LTFM_LTAI
THY7UD  ,LTAI_LTFM
THY9KH  ,LTAI_LTFM
ITY2010 ,LIRF_LIML
QFA1    ,WSSS_EGLL
KLM65N  ,EHAM_ENGM
BADAK13 ,LPBJ_LPBJ
IBE6346 ,LEMD_LEMD
FJITK   ,LFPN_LFPN
SAS9232 ,ENGM_EKCH
EWG599  ,LEPA_EDDK
WIF5TM  ,ENVA_ENBO
VYT83   ,EGOV_EGOV
EAX2K   ,LELL_LELL
IBE6317 ,LEMD_LEMD
HBSGT   ,LSZR_LSZR
NOZ607  ,ENBR_ENGM
DMSZR   ,EDTG_EDTG
EZY81XQ ,EGKK_LPFR
NOZ532  ,ENGM_ENZV
SPOEM   ,EPKP_EPKP
RYR68AZ ,EGCC_LEPA
NOZ9JL  ,EHAM_ENGM
EMU10   ,EGYD_EGYD
SHT8Q   ,EGLL_EGPH
RYR19HT ,LEMG_LEBL
AEA38UH ,EDDF_LEMD
PHTAX   ,EHTW_EHTW
EIN99P  ,LPFR_EIDW
RYR2YK  ,EIDW_EGKK
AFR18YU ,LFBO_LFPG
FIN5TB  ,EETN_EFHK
BADAK14 ,LPBJ_LPBJ
EAI65I  ,EGBB_EIDW
THY2FC  ,LTFM_LTAI
SXS1WA  ,LTAI_EDDL
SAS1213 ,EKCH_EKYT
RYR636L ,EIDW_EGKK
BRMIDE31,EGNV_EGNV
SVA111  ,EGLL_EGLL
NSZ3097 ,EKYT_EKCH
AFR95HF ,LFBO_LFPG
WIF2XF  ,ENBR_ENVA
DAH1215 ,LFPG_DAAG
DLH19C  ,LEPA_EDDM
KLM755  ,EHAM_EHAM
OCN1D   ,LEPA_EDDM
KLM35J  ,EHAM_ENGM
EZY38MP ,LEAL_EGKK
NSZ8FI  ,EKCH_LFPG
N3514V  ,EDFE_EDFE
SAS531  ,ESSA_EGLL
NOZ9PL  ,ENVA_ENGM
TUI46G  ,LEPA_EDDF
FHOOL   ,LFPN_LFPN
AFR7409 ,LFBO_LFPG
RYR9743 ,LPPT_LEMD
EZY23DR ,LEAL_EGKK
NSZ9GY  ,LFPG_EKCH
AUA233E ,LOWW_EDDB
AFR1554 ,LFPG_DAAG
FPO7AD  ,LFPG_LEMD
DLH61A  ,EDDM_LFPG
CND599  ,EHAM_EHAM
VLG9ZL  ,LEBL_LEPA
RYR9QC  ,LEBL_LEPA
VLG96JZ ,EGKK_LEBL
SAS47G  ,ESSA_EKCH
SAS4039 ,ENGM_ENZV
TVF77HK ,LFPO_LEBL
SAS348  ,ENGM_ENVA
AFR99CU ,LFML_LFPG
DLH6YR  ,EDDB_EDDF
THY6XJ  ,LTAI_LTFM
THY3DU  ,LTFM_LTFM
DHTMM   ,LFRE_LFRE
CWL33   ,EGYD_EGYD
IBS3912 ,LEMD_LEPA
EXS49TA ,LEPA_EGCC
SHT6T   ,EGLL_EGPF
EWG2581 ,LEPA_EDDS
ANGEL41 ,LECU_LECU
VLG97UW ,LEIB_LEBL
NOZ819  ,ESSA_ENGM
AFR63EY ,EDDM_LFPG
EWG30ZL ,LEPA_EDDS
EWG1WM  ,LEPA_EDDH
IBE3162 ,LEMD_EGLL
AEA40BN ,LEPA_LEMD
TAP1928 ,LPPT_LPPR
AFR47YD ,EDDM_LFPG
EZY43AR ,EGKK_LEPA
GBPAY   ,EGLM_EGLM
EAX9G   ,LELL_LELL
BCS212P ,LPPT_LPPR
DLH5PT  ,EDDM_EDDL
FYS21AL ,LECU_LECU
FGUYA   ,LFCL_LFCL
CABBY81 ,LKPD_LKPD
EMU8    ,EGYD_EGYD
ITY1766 ,LICJ_LIRF
AFR93ZN ,LFPG_LEMD
N73357  ,EDNA_EDNA
AUA237  ,LOWW_EDDB
EJU12WT ,LPPR_LFPO
WIT21   ,EGXT_EGXT
SAS361  ,ENVA_ENGM
EJU89BN ,LFMN_LFPO
RYR3WN  ,LEBL_LEMG
SAS4166 ,ENZV_ENBR
EMU03   ,EGYD_EGYD
THY7HR  ,LTFM_LTAI
MBU6002 ,EDDH_EDDM
RYR82SB ,LICJ_LIRF
GBULO   ,EGCB_EGCB
RYR5YE  ,EGSS_EIDW
EAI35EN ,EIDW_EGPH
OCN6LM  ,EDDF_LEPA
IBE30SD ,LEBL_LEMD
SAS7182 ,EHAM_ENGM
SAS4164 ,ENBR_ENVA
KLM1405 ,EHAM_LFPG
BAW905U ,EDDF_EGLL
UAH429  ,EGYD_EGYD
BAW118  ,EGLL_EGLL
IBE30SC ,LEBL_LEMD
SWT102  ,LEPA_LEMD
THY5GW  ,LTAI_LTFM
THY1MD  ,EDDF_LTFM
GEC8346 ,EDDF_LTFM
AFR32ZB ,LFPG_LFBO
SAS485  ,ESSA_ENGM
THY1YW  ,LTFM_LTFM
EXS31WP ,EGNX_EGNX
EWG8LH  ,EDDH_LEPA
GAVSI   ,EGLM_EGLM
TOM9EW  ,LIRF_EGKK
EMU06   ,EGYD_EGYD
GELCH   ,EGLK_EGLK
WIF1311 ,ENVA_ENBO
DLH1304 ,EDDF_LTFM
SAS1215 ,EKCH_EKYT
DETCN   ,EDFE_EDFE
AUA2GN  ,LOWW_EDDB
RYR2BF  ,EIDW_EGKK
CFG3AH  ,EDDL_LEPA
SAS60P  ,ENGM_ESSA
NOZ133  ,ENZV_ENBR
AFR64EN ,LFPG_EKCH
AFR24JV ,EHAM_LFPG
AFR86AM ,LFPG_LFBO
WIF745  ,ENBO_ENVA
BRMIDE34,EGNV_EGNV
WIF26M  ,ENZV_ENBR
IBE3179 ,EGLL_LEMD
AFR79MU ,LFBO_LFPG
VLG8UM  ,LEBL_LEPA
TVF26AR ,LPPT_LFPO
OEKBE   ,LOWS_LOWS
TKJ9HP  ,LTFJ_LTCG
ITY2114 ,LIRF_LIML
AEA95PN ,EBMB_LEMD
SVA022  ,KJFK_EGLL
SCQ2B   ,ENGK_ENGK
VLG7DU  ,LEBL_LEPA
EJU73MR ,LSZH_EDDB
VLG1AE  ,LEBL_LEPA
AFR74VU ,LFPG_LFBO
SPTPC   ,EPBC_EPBC
WIF762  ,ENVA_ENBO
KLM171  ,EHAM_EHAM
EFW9EL  ,EGKK_LEPA
WIF732  ,ENVA_ENBO
AEA1065 ,LEMD_LIMC
SAS350  ,ENGM_ENVA
GWI56HK ,EDDL_EDDM
BAW777C ,ESSA_EGLL
NOZ602  ,ENGM_ENBR
AFR83EE ,LFPG_LFBO
VLG645C ,LEMD_LEIB
FYS50AK ,LECU_LECU
VLG22DZ ,LEBL_LEMH
BNO91J  ,ENGM_ENVA
SAS4162 ,ENZV_ENBR
EAX1K   ,LELL_LELL
SI350   ,LGTT_LGTT
SWR3HY  ,LSGG_LSZH
AFR56KE ,EDDM_LFPG
IBE31FB ,LEMD_EGLL
EWG33W  ,EDDK_LEPA
WIF520  ,ENZV_ENBR
FPO701  ,LFPG_LFML
AEA33ZP ,LEBL_LEPA
AFR35YD ,EKCH_LFPG
AUA231A ,LOWW_EDDB
BCS6761 ,LEMD_LPPR
FIN7WG  ,WSSS_EGLL
AEA93KM ,EBMB_LEMD
EXS41M  ,EGCC_LEPA
FHVXJ   ,LFRV_LFRV
RVP207  ,LPSO_LPSO
SHT6Y   ,EGLL_EGPF
VLG20KR ,LEBL_LEPA
SAS527  ,ESSA_EGLL
EDW130J ,LSZH_LSZH
EMU4    ,EGYD_EGYD
IBE3252 ,LEMD_LIMC
EWG1KX  ,LEPA_EDDS
ITY1770 ,LICJ_LIRF
AFR36RG ,LFBO_LFPG
DLH85N  ,EDDF_LEPA
TAP1361 ,EGLL_LPPT
AFR34ZG ,LFPG_LFBO
SXS27W  ,LTAI_EGKK
ITY215  ,EGKK_LIRF
IBS3831 ,LEMD_LEMD
WIF14K  ,ENVA_ENBO
UAE33T  ,EGLL_EGPF
IBS3924 ,LEMD_LEPA
TRA20B  ,LEMG_EHAM
SYS105  ,EGOS_EGOS
SAS4176 ,ENBR_ENVA
AFR78HQ ,LFPG_LFBO
WIF1PT  ,ENVA_ENBO
THY3ZW  ,LTFM_LTAI
HLE72   ,EGCB_EGCB
SWR968  ,LSZH_EDDB
ADM468S ,LPEV_LPEV
SHT6C   ,EGLL_EGPF
IBE3112 ,LEMD_LPPT
SAS1556 ,EHAM_ESSA
GGIMT   ,EGTK_EGTK
AEA45KB ,EDDF_LEMD
EWG1FX  ,LEPA_EDDS
KLM39G  ,EHAM_ENGM
EAX1GS  ,LELL_LELL
NOZ544  ,ENGM_ENZV
RYR56AL ,LEPA_EDDB
VLG2112 ,LEMG_LEBL
UAE9N   ,OMDB_LTFM
RYR1CF  ,LEAL_EGCC
GBSLK   ,EGTK_EGTK
SWR969  ,EDDB_LSZH
RYR5063 ,LIMC_LICZ
EFD6S   ,LSZH_EHAM
RYR2YX  ,LIRF_LICZ
SAS707  ,EFHK_ESSA
ITY1788 ,LICJ_LIRF
NOZ536  ,ENGM_ENZV
ANE82WA ,LEMD_LPPT
GATKX   ,EGKR_EGKR
NOZ609  ,ENBR_ENGM
AFR87VV ,EDDF_LFPG
THY2467 ,LTFM_LTFM
WIF532  ,ENZV_ENBR
SAS55D  ,ENGM_ENZV
VLG5QE  ,LEBL_LEIB
EJU695D ,LIMC_LICZ
QFY58   ,LECU_LECU
BLADE93 ,LKPD_LKPD
GBXRV   ,EGBJ_EGBJ
AUA225S ,LOWW_EDDB
SCQZ8A  ,ENGK_ENGK
NOZ540  ,ENGM_ENZV
SAS4194 ,ENZV_ENBR
ITY2028 ,LIRF_LIML
RGA03   ,LSZB_LSZB
NOZ164  ,ENBR_ENVA
PHSRP   ,EHMZ_EHMZ
RYR5LU  ,LEBL_LEMH
NOZ538  ,ENGM_ENZV
DAH1001 ,LFPG_DAAG
GSKPP   ,EGHH_EGHH
RYR7HW  ,LIMC_LICZ
EAJ01   ,LTFJ_LTFE
EWG5CL  ,EDDK_LEPA
CFE635  ,EGLC_EHAM
DLH201  ,EDDB_EDDF
THY4BQ  ,LTAI_LTFM
FIN4ZM  ,EETN_EFHK
DMHBK   ,EDKB_EDKB
BAW925  ,EIDW_EGKK
FGMXO   ,LFPL_LFPL
PHFMO   ,EHTE_EHTE
DAH1013 ,LFPG_DAAG
ADM397  ,LPEV_LPEV
SHT6P   ,EGLL_EGPF
TVF4757 ,LEBL_LFPO
SPHTG   ,EPWS_EPWS
DMVLR   ,EDCM_EDCM
AFR9414 ,LFPG_LFBO
WIF768  ,ENVA_ENBO
FGSRR   ,LFCL_LFCL
AFR28TW ,LFMN_LFPO
RYR5355 ,LEIB_LEMD
SXS9V   ,EDDK_LTAI
BAW189  ,EGLL_EGLL
PHZZR   ,EHLE_EHLE
IBS39MY ,LEMD_LEMD
RYR60FJ ,EIDW_EGKK
THY6EB  ,LTFM_LTAI
EWG89KY ,LEPA_EDDS
NSZ3084 ,EKCH_EKYT
IBE32SH ,EBMB_LEMD
TKJ2UX  ,LTFJ_LTFE
DRAG165 ,LSZL_LSZL
FIN5PH  ,EFHK_EETN
PGT4FY  ,LTFJ_LTAI
NSZ3086 ,EKCH_EKYT
EWG14P  ,EDDL_LEPA
RYR82VK ,EBMB_LEMD
SAS55L  ,ENGM_ENBR
FDX6335 ,EHAM_LFPG
SWT5745 ,LFPG_LFML
EZY87GW ,EGKK_LEMG
SAS1205 ,EKCH_EKYT
TKJ4YQ  ,LTFJ_LTAI
VLG3KG  ,LEMG_LEBL
IBE31DY ,EGLL_LEMD
VLG48UM ,LEBL_LEMH
IBE31SB ,LEMD_LPPT
THY4TZ  ,LTFM_LTAI
PGT8BL  ,LTCG_LTFJ
DLH9CT  ,EDDB_EDDF
SHT6G   ,EGLL_EGPF
DEREE   ,EDML_EDML
EFW0RU  ,LEPA_EGKK
TVF13SJ ,LFPO_LPPR
CFG746  ,EDDM_LTAI
DLH11F  ,EDDM_LEPA
DEEIR   ,ETHN_ETHN
PGT12BL ,LTFJ_LTAI
TVF12TX ,LEBL_LFPO
DHYAM   ,EDKB_EDKB
EJU49KR ,LEBL_LPPT
BAW32PG ,LFPG_EGLL
UAU40   ,EGDM_EGDM
PUE221  ,LEMD_SKBO
RYR934Q ,LICJ_LIRF
SAS1203 ,EKCH_EKYT
FGKQI   ,LFMA_LFMA
TAP3833 ,LPPT_LPMA
DELPL   ,EDLM_EDLM
HRN714  ,LEPA_EDDM
EDW200E ,LSZH_LSZH
SXN21   ,EGLD_EGLD
IBE31TT ,LEMD_EGLL
THY144  ,LTFM_LTFM
CFG2HD  ,LEPA_EDDK
EWG9PM  ,EDDK_LEPA
SHT6L   ,EGLL_EGPF
SAS4027 ,ENGM_ENZV
TAP1922 ,LPPT_LPPR
SAS24C  ,ENGM_ENZV
EJU31AK ,LFPG_LFMN
NSZ3080 ,EKCH_EKYT
AEE110  ,LGAV_LGTS
QTR15A  ,OMDB_EGLL
SXS6LY  ,EDDK_LTAI
EZY8140 ,LEMG_EGKK
TUI5PG  ,EDDF_LEPA
IBE31ZW ,LEMD_LPPT
SAS1217 ,EKCH_EKYT
NOZ546  ,ENGM_ENZV
GWI9084 ,EDDL_EDDM
THY2TP  ,LTFM_LTAI
AFR19EJ ,EKCH_LFPG
ABR3LS  ,LFBO_LFPG
NOZ525  ,ENZV_ENGM
EJU68YQ ,LFMN_LFPG
VLG8VJ  ,LEMD_LEBL
THY6LG  ,LTFM_LTFM
SWT7774 ,LEIB_LEPA
RYR2714 ,LEAL_EGKK
N26VL   ,EHTE_EHTE
NOZ824  ,ENGM_ESSA
FBY33E  ,LEBG_LEBG
EZY35TN ,EGKK_LTAI
HABIP   ,EHLE_EHLE
NOZ528  ,ENGM_ENZV
NSZ9RA  ,EKCH_EKYT
AFR75WH ,EHAM_LFPG
GBEWR   ,EGHH_EGHH
BCS41E  ,EBMB_LEMD
GSNDZ   ,EGBG_EGBG
NSZ3196 ,EKCH_ESSA
EMU9    ,EGYD_EGYD
FBY27A  ,LEBG_LEBG
EAP71   ,LFPN_LFPN
EJU5189 ,EDDB_LSZH
AUA23L  ,LOWW_EDDB
SXS2ZX  ,LTAI_EDDL
SXS6PJ  ,EDDM_LTAI
TKJ3VH  ,LTFJ_LTFE
SHT8T   ,EGLL_EGPH
SYS143  ,EGOS_EGOS
SWR243  ,LSZH_LSZH
TOM6ND  ,LPFR_EGKK
IBS38ZJ ,LEMD_LEIB
NOZ802  ,ENGM_ESSA
WMT3EA  ,LIRF_LEBL
DEZMR   ,EDKB_EDKB
EJU85RE ,LPPT_LEBL
ITY216  ,LIRF_EGKK
OYTOU   ,EKRK_EKRK
RYR36LM ,EGSS_EIDW
SAS87W  ,ENGM_EKCH
PHHCJ   ,EHLE_EHLE
EJU56AD ,LEBL_LIMC
KLM997  ,EHAM_EGLC
BRO27   ,EGNV_EGNV
SWR4YY  ,EDDB_LSZH
OYCVW   ,EKRK_EKRK
THY145  ,LTFM_LTFM
SAS4043 ,ENGM_ENZV
IBE6587 ,LEMD_SKBO
SHT6F   ,EGLL_EGPF
THY3GT  ,LTAI_LTFM
CCA939  ,LFPG_LIRF
ITY1715 ,LIML_LICZ
TAP36RC ,LPPT_LPPR
GBZDA   ,EGLM_EGLM
KLM1930 ,LSGG_EHAM
BAW914N ,EGLL_EDDF
NOZ549  ,ENZV_ENGM
DESAS   ,EDKB_EDKB
WUK162  ,LTAI_EGKK
DLH2VK  ,EDDB_EDDF
IBE6585 ,LEMD_SKBO
SAS533  ,ESSA_EGLL
TOM71T  ,LEAL_EGKK
EDW215P ,LSZH_LSZH
BAW904N ,EGLL_EDDF
GCIFL   ,EGCB_EGCB
THY66C  ,LTAI_LTFM
SAS1202 ,EKYT_EKCH
GJJAN   ,EGLK_EGLK
NSZ5YB  ,ESSA_EKCH
SAS369  ,ENVA_ENGM
SWT104  ,LEIB_LEPA
KLM22B  ,LSGG_EHAM
VLG83MT ,LEMG_LEBL
EWG6ZR  ,LEPA_EDDS
GBCEY   ,EGLM_EGLM
BLADE15 ,LPBJ_LPBJ
EMU3    ,EGYD_EGYD
KLM1936 ,LSGG_EHAM
VLG724A ,LEBL_LEMH
EDW32Y  ,LSZH_LSZH
GGSPY   ,EGLD_EGLD
FIN7KM  ,EFHK_EETN
WIF5F   ,ENVA_ENBO
GRAZE   ,EGLM_EGLM
NOZ524  ,ENGM_ENZV
IBE6590 ,SKBO_LEMD
KLM1928 ,LSGG_EHAM
BNOG    ,ENZV_ENBR
FHGYO   ,LSGL_LSGL
OEXBF   ,LOWS_LOWS
WFL1506 ,LEMD_LEMD
AUA22N  ,EDDB_LOWW
SXS8YX  ,EDDK_LTAI
NJE146G ,LFMN_EHAM
SYS110  ,EGOS_EGOS
THY6039 ,LTFM_LTFM
DAH1003 ,LFPG_DAAG
GWI30P  ,EDDM_EDDL
TAY9LA  ,LFPG_LIRF
FBY32S  ,LEBG_LEBG
SHT6U   ,EGLL_EGPF
OKDSV   ,LKHK_LKHK
RYR6881 ,LEBL_LEMH
FIN4D   ,EFHK_EETN
SAS4055 ,ENGM_ENZV
ITY1782 ,LICJ_LIRF
AEA6071 ,LEBL_LEPA
EXS4SL  ,LEAL_EGCC
EZY84LT ,EGKK_LTAI
ADM487  ,LPEV_LPEV
EZY27EF ,LIRF_EGKK
AFR44HF ,LFPG_LFBO
SHT9F   ,EGPH_EGLL
KLM21U  ,EHAM_EGLC
EWG7RL  ,EDDM_LEPA
CFG5AL  ,EDDF_LEPA
ZM306   ,EGYD_EGYD
EJU897J ,LIMC_LICZ
EFW61U  ,LEAL_EGKK
SWR2EY  ,LSGG_LSZH
RYR9HM  ,LEMD_LPPR
ABEL5   ,LFBD_LFBD
SWT5629 ,LFPG_LFBO
FIN2D   ,EFHK_EETN
SAS883  ,ESSA_ENGM
EFW34R  ,EGKK_LEPA
SAS821  ,ENGM_EHAM
PTN556P ,LSGG_EHAM
EWG15F  ,LOWS_LOWS
ETP04   ,EGDM_EGDM
RYR79ZL ,LPFR_EIDW
EJU7939 ,EHAM_EKCH
SWR189  ,LSZH_LSZH
EZY8575 ,EGKK_LTAI
SEK5499 ,EDDH_EDDM
EJU81GY ,LFMN_LFPG
RYR823  ,EIDW_EGPH
OCN9CA  ,LEPA_EDDF
GGMOX   ,EGBJ_EGBJ
EDW58T  ,LSZH_LEPA
BCS4MP  ,LGAV_LCLK
DLH3E   ,EDDH_EDDM
AEA9117 ,LEMD_LEMD
BCS3164 ,ENZV_ENBR
SXS5AC  ,EDDK_LTAI
BAW73RP ,EGLL_LSGG
RYR34PV ,EIDW_EGSS
ADM444  ,LPEV_LPEV
DJT105  ,LFPO_LFMN
SCQZ4Y  ,ENGK_ENGK
AFR61HN ,LFPG_LFML
RYR2JG  ,EGBB_EIDW
FIN4EL  ,EFHK_EETN
VLG8DU  ,LEBL_LEMH
SAS53C  ,ESSA_EKCH
NOZ47Y  ,ENVA_ENGM
RYR59LE ,LEPA_EDDB
MGH301  ,LTAI_EDDL
SHT6M   ,EGLL_EGPF
PGT2824 ,LTFJ_LTCG
FBY915S ,LEBG_LEBG
GWWAL   ,EGLM_EGLM
EZY39XA ,LEBL_EGKK
EJU4854 ,LFMN_LFPO
VLG3706 ,LEBL_LEMH
AEZ413P ,LICJ_LIRF
BAW915U ,EDDF_EGLL
EAX5L   ,LELL_LELL
DLH77W  ,LEPA_EDDF
RYR10UA ,EGPH_EIDW
AUA223  ,LOWW_EDDB
VLG5GM  ,LEMH_LEBL
SAS827  ,ENGM_EHAM
WIF2H   ,ENVA_ENBO
RYR11JC ,LEBL_LEPA
EWG5NR  ,LOWS_LOWS
SWR2XC  ,LSGG_LSZH
BAW9279 ,EIDW_EGLL
FDX4678 ,EDDM_LFPG
TRA25M  ,LEMG_EHAM
KAL8592 ,LEMD_EDDF
THY3YP  ,EGLL_LTFM
IBE30BB ,LEMD_LEBL
DJT104  ,LFMN_LFPO
TAP1934 ,LPPT_LPPR
ALK501  ,LFPG_EDDF
OEVDQ   ,LOAN_LOAN
IBE6588 ,SKBO_LEMD
SPKOI   ,EPML_EPML
SPTEN   ,EPGL_EPGL
EJU62EM ,EKCH_EHAM
DLH2RK  ,EDDB_EDDF
AFR77EZ ,LFMN_LFPO
KLM991  ,EHAM_EGLC
THY1HY  ,LTFM_LTAI
FBY37B  ,LEBG_LEBG
THY4GP  ,LTAI_LTFM
PGT1917 ,LCEN_LTFJ
IBS3937 ,LEMD_LEMD
GBNRG   ,EGVN_EGVN
CFG3CE  ,EDDH_LEPA
PGT21DD ,LTAI_LTFJ
TAP1924 ,LPPT_LPPR
VCJ94U  ,LEPA_LSZH
SXS9    ,EDDM_LTAI
IBE6620 ,LEMD_LEMD
DLH58Y  ,EDDF_LEPA
SAS92Y  ,ENBR_ENGM
EJU78FQ ,LPPT_LEBL
IBE3097 ,LPPR_LEMD
RYR5CF  ,LEAL_EGCC
BCS8341 ,LEMD_LIMC
FIN27H  ,EETN_EFHK
CFG9ME  ,LEPA_EDDL
UAE52M  ,EDDM_EDDF
NJE923L ,LEBL_EHAM
FJGRR   ,LFRE_LFRE
SEH1HG  ,LGAV_LGTS
KLM1938 ,LSGG_EHAM
CFE8WH  ,EGLC_EHAM
PGT1925 ,LCEN_LTFJ
TVF31ZQ ,LPPR_LFPO
SAS262  ,ENBR_ENGM
GBEZV   ,EGPD_EGPD
NOZ1257 ,EHAM_ENGM
GBGGO   ,EGNX_EGNX
EJU8537 ,EGKK_LPFR
CFG4EM  ,LEPA_EDDH
CAI44XQ ,LTAI_EDDK
EJU49AK ,LFPG_LFMN
SWR200H ,LSGG_LFMN
CFG4TZ  ,EDDS_LEPA
EWG17A  ,LEPA_EDDM
ETD69K  ,EGLL_EGLL
EFW8XN  ,EGKK_LEMG
IBE3105 ,LPPT_LEMD
RYR8HR  ,LEPA_EDDB
JFA98Y  ,LSGG_EHAM
ANE58FF ,LEIB_LEPA
FHY1092 ,EDDL_LTAI
EMU6    ,EGYD_EGYD
ITY1776 ,LICJ_LIRF
DMBRE   ,EDLT_EDLT
EAX7FS  ,LELL_LELL
RYR972A ,EGKK_EIDW
VLG6XE  ,LEBL_LEIB
VLG36LK ,LEMH_LEBL
GWI46CP ,EDDM_EDDL
EAX2N   ,LELL_LELL
AEE120  ,LGAV_LGTS
EJU68PE ,LFPO_LFMN
SAS4049 ,ENGM_ENZV
PHCRJ   ,EDVM_EDVM
DIODE   ,LELL_LELL
FYS11AL ,LECU_LECU
ANE56PN ,LEIB_LEPA
SAS50B  ,ENGM_ESSA
BAW127  ,EGLL_KJFK
BAW43M  ,LEMD_EGLL
VLG38AU ,LIRF_EGKK
SAS4032 ,ENZV_ENGM
GBRJV   ,EGKR_EGKR
GBUFH   ,EGHH_EGHH
GWI9090 ,EDDL_EDDM
TOM5329 ,LEMG_EGKK
EZY37VN ,EGKK_LPFR
SHT8V   ,EGLL_EGPH
NSZ1GT  ,ESSA_EFHK
SVA274  ,LTFM_OMDB
